Frame,Landmark ID,cx,cy,Euclidean Distance
40,3,347,14,9.055385138137417
40,4,295,14,52.0
40,5,283,13,12.041594578792296
40,6,271,14,12.041594578792296
40,7,358,17,87.05170877128145
40,8,252,22,106.1178590059185
40,9,334,69,94.51454914456292
40,10,294,72,40.11234224026316
40,11,426,147,151.81897114655993
40,12,183,193,247.315587862957
40,13,448,277,277.9946042641835
40,14,118,396,350.8005131125096
40,15,452,372,334.8611652610676
40,16,59,578,443.71725231277634
40,17,466,406,441.85178510446235
40,18,34,629,486.16149580154945
40,19,461,395,486.9137500625753
40,20,48,625,472.72507866623704
40,21,446,391,461.6925383845834
40,22,68,604,433.8813201786867
40,23,401,468,359.70126494078386
40,24,271,483,130.86252328302402
40,25,412,742,294.89320100673734
40,26,283,760,130.24976007655445
40,27,433,962,251.60286166894048
40,28,304,988,131.59407281484982
40,29,435,989,131.00381673829202
40,30,306,1012,131.03434664239754
40,31,433,1046,131.47243057006287
40,32,327,1068,108.25894882179486
48,0,283,70,998.969469002932
48,1,296,37,35.4682957019364
48,2,307,36,11.045361017187261
48,3,317,34,10.198039027185569
48,4,258,42,59.53990258641679
48,5,244,44,14.142135623730951
48,6,233,45,11.045361017187261
48,7,337,36,104.38869670610895
48,8,220,56,118.69709347747316
48,9,309,96,97.57561170702442
48,10,264,106,46.09772228646444
48,11,419,148,160.58953888718904
48,12,171,225,259.67864756271354
48,13,438,264,269.8332818612263
48,14,119,436,362.41550739448223
48,15,434,387,318.7883310285996
48,16,62,595,426.20183012277175
48,17,439,431,411.1265012134343
48,18,33,644,458.48118827275783
48,19,434,432,453.5912256646947
48,20,51,638,434.8850422812907
48,21,427,412,438.693514882543
48,22,73,617,409.07334305720775
48,23,405,471,362.6844358392017
48,24,277,498,130.8166656049603
48,25,425,749,291.38462553813645
48,26,298,775,129.634100452003
48,27,461,970,254.15349692656207
48,28,338,996,125.7179382586272
48,29,466,998,128.01562404644207
48,30,342,1022,126.30122723077555
48,31,464,1051,125.39936203984452
48,32,363,1077,104.29285689825551
56,0,274,68,1012.9175682156964
56,1,287,36,34.539832078341085
56,2,298,34,11.180339887498949
56,3,309,32,11.180339887498949
56,4,247,41,62.64982043070834
56,5,234,43,13.152946437965905
56,6,223,45,11.180339887498949
56,7,329,34,106.56922632730333
56,8,211,55,119.85407794480753
56,9,300,93,96.77293009927931
56,10,255,104,46.32493928760188
56,11,416,144,165.89454481688057
56,12,164,223,264.09278672466615
56,13,443,264,281.99645387841315
56,14,116,434,368.5498609415014
56,15,455,387,342.24260401066374
56,16,66,608,447.39468034387716
56,17,472,424,445.7488081868531
56,18,37,663,496.33254980909726
56,19,466,422,492.05893955907356
56,20,63,657,466.51259361350577
56,21,453,410,461.6373035186823
56,22,86,634,429.959300399468
56,23,409,471,361.7982863419892
56,24,280,499,132.00378782444085
56,25,430,746,288.9792380085462
56,26,302,776,131.46862743635836
56,27,468,963,250.04999500099976
56,28,345,993,126.60568707605516
56,29,471,992,126.00396819148197
56,30,350,1018,123.76186811776881
56,31,473,1045,125.92855117089213
56,32,375,1075,102.48902380255166
64,0,288,50,1028.6855690637447
64,1,299,16,35.73513677041127
64,2,311,15,12.041594578792296
64,3,323,13,12.165525060596439
64,4,263,20,60.40695324215582
64,5,250,22,13.152946437965905
64,6,238,24,12.165525060596439
64,7,337,21,99.04544411531506
64,8,216,40,122.48265183282079
64,9,310,80,102.15674231297707
64,10,268,83,42.1070065428546
64,11,418,144,161.92899678562824
64,12,164,218,264.5600120955546
64,13,442,281,285.0491185743257
64,14,114,432,361.08863177895813
64,15,457,397,344.78108996869304
64,16,65,616,449.02672526253934
64,17,474,440,445.26059785253847
64,18,36,672,495.6490694029396
64,19,466,442,487.64741360946437
64,20,63,669,462.5343230507332
64,21,455,428,460.15758170435487
64,22,86,645,428.07709586007985
64,23,409,462,371.2384678343558
64,24,281,496,132.43866504914644
64,25,433,734,282.39688383549844
64,26,302,772,136.40014662748717
64,27,470,958,250.63918289046507
64,28,345,990,129.0310040261642
64,29,473,990,128.0
64,30,345,1020,131.46862743635836
64,31,482,1029,137.2953021774598
64,32,383,1062,104.35516278555652
72,0,299,36,1029.432853565496
72,1,309,5,32.57299494980466
72,2,321,4,12.041594578792296
72,3,333,3,12.041594578792296
72,4,275,9,58.309518948453004
72,5,262,10,13.038404810405298
72,6,249,12,13.152946437965905
72,7,341,12,92.0
72,8,225,26,116.84177335182824
72,9,318,65,100.84641788382967
72,10,280,64,38.01315561749642
72,11,396,140,138.67948658687772
72,12,164,202,240.14162487998618
72,13,439,277,285.0438562747845
72,14,103,412,362.10633797270106
72,15,447,415,344.01308114663317
72,16,60,619,437.47571361162437
72,17,461,463,430.275493143637
72,18,28,680,484.33253039621445
72,19,446,459,472.826606696366
72,20,64,683,442.83179650969055
72,21,436,444,442.15947349344447
72,22,86,656,409.1992179855675
72,23,387,460,359.18936509868996
72,24,262,496,130.080744155313
72,25,397,755,292.07190895394234
72,26,266,777,132.83448347473634
72,27,424,984,260.40929322894755
72,28,301,997,123.68508398347798
72,29,427,1015,127.27922061357856
72,30,300,1026,127.47548783981962
72,31,429,1057,132.67252918370102
72,32,336,1072,94.2019108086455
80,0,310,26,1046.323085858283
80,1,322,2,26.832815729997478
80,2,331,3,9.055385138137417
80,3,340,4,9.055385138137417
80,4,294,0,46.17358552246078
80,5,284,1,10.04987562112089
80,6,273,1,11.0
80,7,343,16,71.58910531638176
80,8,247,16,96.0
80,9,322,55,84.53401682163222
80,10,289,51,33.24154027718932
80,11,395,156,149.20120642943877
80,12,171,162,224.0803427344755
80,13,427,311,296.2043213729334
80,14,145,344,283.9242856819402
80,15,433,460,310.4834939252005
80,16,159,501,277.0505369061753
80,17,449,513,290.2481696755382
80,18,149,562,303.97532794620025
80,19,430,510,285.7708872506085
80,20,173,557,261.26232028365666
80,21,420,488,256.4566240127168
80,22,184,531,239.88538930080756
80,23,367,476,191.0863679072895
80,24,240,486,127.39309243440164
80,25,368,752,295.1948509036023
80,26,238,754,130.01538370516005
80,27,382,999,284.18479903049
80,28,256,990,126.3210196285638
80,29,383,1031,133.4541119636259
80,30,255,1025,128.14054783713078
80,31,380,1071,133.19534526401438
80,32,282,1056,99.14131328563285
88,0,341,27,1030.6900601053646
88,1,355,3,27.784887978899608
88,2,365,4,10.04987562112089
88,3,374,6,9.219544457292887
88,4,326,2,48.16637831516918
88,5,315,2,11.0
88,6,305,3,10.04987562112089
88,7,383,20,79.83107164506812
88,8,284,17,99.04544411531506
88,9,355,53,79.60527620704548
88,10,323,51,32.0624390837628
88,11,432,162,155.56991997169632
88,12,224,164,208.00961516237658
88,13,445,327,274.60881267723363
88,14,191,343,254.503438090726
88,15,461,475,300.53951487283666
88,16,187,494,274.6579691179559
88,17,480,528,294.96609974707263
88,18,175,547,305.5912302406599
88,19,472,533,297.3297832374012
88,20,197,548,275.40878707840824
88,21,462,511,267.5705514439136
88,22,209,524,253.33377192944488
88,23,387,478,183.84776310850236
88,24,265,478,122.0
88,25,390,736,286.6862396418775
88,26,267,738,123.01625908797584
88,27,402,967,265.83077323741134
88,28,280,964,122.03687967167957
88,29,401,998,125.686116973992
88,30,276,997,125.00399993600205
88,31,400,1042,131.91285001848757
88,32,302,1031,98.6154146165801
96,0,383,52,982.3451531920947
96,1,401,32,26.90724809414742
96,2,411,34,10.198039027185569
96,3,421,36,10.198039027185569
96,4,372,29,49.49747468305833
96,5,363,28,9.055385138137417
96,6,352,28,11.0
96,7,432,44,81.58431221748455
96,8,336,35,96.42095207992918
96,9,396,78,73.81734213584231
96,10,365,74,31.25699921617557
96,11,473,173,146.50938536489735
96,12,275,168,198.0631212517868
96,13,495,321,267.9720134640929
96,14,236,333,259.2778432492835
96,15,513,461,305.14422819381656
96,16,225,479,288.5619517538652
96,17,554,514,330.8564643467013
96,18,214,520,340.05293705539435
96,19,556,515,342.03654775476843
96,20,236,525,320.1562118716424
96,21,511,491,277.09384691833196
96,22,247,506,264.42579299304373
96,23,430,461,188.45158529447292
96,24,309,459,121.01652779682617
96,25,428,715,282.3065709472594
96,26,317,712,111.04053313993049
96,27,437,932,250.59928172283335
96,28,322,934,115.0173899895142
96,29,439,958,119.4361754243663
96,30,317,964,122.14745187681976
96,31,425,1010,117.38824472663352
96,32,340,1001,85.47514258543241
104,0,379,65,936.8121476582165
104,1,396,45,26.248809496813376
104,2,404,46,8.06225774829855
104,3,411,47,7.0710678118654755
104,4,369,42,42.2965719651132
104,5,359,41,10.04987562112089
104,6,352,41,7.0
104,7,423,53,72.00694410957877
104,8,339,44,84.48076704197234
104,9,393,89,70.2922470831599
104,10,358,85,35.22782990761707
104,11,471,175,144.46106741956464
104,12,276,169,195.0922858546693
104,13,495,324,268.30206857197356
104,14,236,328,259.0308861892728
104,15,506,474,306.94624936623677
104,16,217,475,289.0017300986276
104,17,529,526,316.1407914205315
104,18,203,514,326.2207841324645
104,19,517,527,314.2689930616764
104,20,221,521,296.06080456554866
104,21,502,504,281.51376520518494
104,22,232,502,270.0074073057997
104,23,428,458,200.8780724718355
104,24,305,455,123.03657992645927
104,25,429,697,271.9191056178289
104,26,325,697,104.0
104,27,435,917,245.96747752497686
104,28,327,919,108.01851693112621
104,29,436,944,111.83022847155415
104,30,324,951,112.21853679316978
104,31,425,993,109.38464243210744
104,32,339,984,86.46964785403026
112,0,341,68,916.0021834035114
112,1,355,48,24.413111231467404
112,2,363,49,8.06225774829855
112,3,372,50,9.055385138137417
112,4,329,47,43.104524124504614
112,5,320,47,9.0
112,6,312,46,8.06225774829855
112,7,379,55,67.60177512462228
112,8,302,51,77.10382610480494
112,9,353,92,65.43699259593154
112,10,320,89,33.13608305156178
112,11,434,175,142.80056022299073
112,12,241,172,193.02331465395574
112,13,456,325,263.8825496314601
112,14,205,329,251.03187048659777
112,15,471,459,296.0675598575433
112,16,195,477,276.5863337187866
112,17,485,503,291.1631844859511
112,18,177,518,308.3650434144571
112,19,475,502,298.4292210893565
112,20,196,526,280.0303554973996
112,21,465,482,272.5747603869441
112,22,207,506,259.1138745802702
112,23,400,455,199.6246477767713
112,24,281,452,119.03780911962384
112,25,401,690,266.54080363051355
112,26,292,686,109.07336980216573
112,27,416,898,245.60130292814003
112,28,304,901,112.04017136723775
112,29,419,923,117.08543888972702
112,30,303,930,116.21101496846157
112,31,400,971,105.30906893520614
112,32,317,964,83.2946576918352
120,0,340,67,897.2948233440334
120,1,354,47,24.413111231467404
120,2,361,48,7.0710678118654755
120,3,368,49,7.0710678118654755
120,4,329,45,39.20459156782532
120,5,320,45,9.0
120,6,312,45,8.0
120,7,377,55,65.76473218982953
120,8,299,52,78.05767098754612
120,9,352,91,65.80273550544841
120,10,321,90,31.016124838541646
120,11,430,177,139.46325680981354
120,12,239,174,191.02355875650522
120,13,449,323,257.489805623446
120,14,203,329,246.07315985291854
120,15,462,446,284.20063335608523
120,16,191,476,272.6554602424092
120,17,480,490,289.33890163612637
120,18,170,517,311.1735849971845
120,19,467,489,298.31694554617576
120,20,188,525,281.3129929455801
120,21,457,472,274.17147918775214
120,22,198,505,261.0938528575501
120,23,397,451,206.196508214858
120,24,279,450,118.00423721205946
120,25,399,674,254.11808278829744
120,26,287,671,112.04017136723775
120,27,411,874,237.87601812709073
120,28,302,879,109.1146186356347
120,29,414,898,113.6001760562016
120,30,302,908,112.44554237496477
120,31,396,946,101.39033484509261
120,32,315,939,81.30190649671138
128,0,380,67,874.4192358359919
128,1,392,49,21.633307652783937
128,2,400,50,8.06225774829855
128,3,407,51,7.0710678118654755
128,4,367,45,40.44749683231337
128,5,357,45,10.0
128,6,348,44,9.055385138137417
128,7,410,56,63.150613615387776
128,8,327,49,83.2946576918352
128,9,389,92,75.45197147855052
128,10,362,88,27.294688127912362
128,11,450,177,125.15989773086265
128,12,259,169,191.1674658512792
128,13,457,326,252.69151153135317
128,14,219,333,238.10291892372928
128,15,487,451,292.8275943281302
128,16,219,485,270.1481075262235
128,17,508,494,289.1401044476535
128,18,209,528,300.9269014229203
128,19,497,493,290.11894112587686
128,20,231,532,268.8438208328397
128,21,487,477,261.8415551435639
128,22,241,508,247.94555854057964
128,23,410,451,178.35358140502814
128,24,295,452,115.00434774390054
128,25,417,673,252.43811122728675
128,26,308,676,109.04127658827184
128,27,426,867,224.51057881534223
128,28,317,871,109.07336980216573
128,29,425,892,110.02272492535349
128,30,314,898,111.16204388189342
128,31,426,939,119.26860441876563
128,32,340,931,86.37129152675674
136,0,379,62,869.8747036211595
136,1,394,44,23.430749027719962
136,2,403,44,9.0
136,3,413,45,10.04987562112089
136,4,367,42,46.09772228646444
136,5,358,41,9.055385138137417
136,6,348,40,10.04987562112089
136,7,423,52,75.95393340703298
136,8,330,45,93.26306878931231
136,9,392,88,75.45197147855052
136,10,361,82,31.575306807693888
136,11,462,176,137.97463535012514
136,12,268,167,194.20865068271289
136,13,474,326,260.2249027283899
136,14,230,330,244.0327846827143
136,15,495,451,291.3176959952828
136,16,230,476,266.1766330841233
136,17,518,496,288.6936092122581
136,18,220,519,298.88626599427414
136,19,506,496,286.9233347080715
136,20,241,521,266.1766330841233
136,21,494,479,256.46247288833507
136,22,251,502,244.08605040026356
136,23,419,452,175.2826289168439
136,24,302,452,117.0
136,25,421,675,252.76471272707352
136,26,316,678,105.04284840006957
136,27,430,868,221.57617200412142
136,28,323,870,107.01868995647442
136,29,431,892,110.21796586763884
136,30,321,896,110.07270324653611
136,31,422,942,110.98198051936178
136,32,338,933,84.48076704197234
144,0,374,53,880.7360558078681
144,1,387,34,23.021728866442675
144,2,397,34,10.0
144,3,407,35,10.04987562112089
144,4,361,32,46.09772228646444
144,5,350,32,11.0
144,6,342,32,8.0
144,7,422,44,80.89499366462674
144,8,325,40,97.082439194738
144,9,389,78,74.43117626371358
144,10,354,73,35.35533905932738
144,11,467,168,147.6279106402309
144,12,268,168,199.0
144,13,486,319,265.1886121235224
144,14,237,331,249.28898892650673
144,15,501,456,292.0975864330276
144,16,227,482,275.230812228573
144,17,522,501,295.6112311804137
144,18,215,524,307.86035795470644
144,19,510,501,295.8952517361507
144,20,233,529,278.41156585170813
144,21,499,485,269.6145396672813
144,22,245,507,254.95097567963924
144,23,421,454,183.8069639594757
144,24,303,452,118.01694793545543
144,25,422,673,251.0019920239678
144,26,315,675,107.01868995647442
144,27,433,864,222.81157959136684
144,28,324,864,109.0
144,29,435,888,113.5649593844862
144,30,323,890,112.01785571952357
144,31,425,935,111.48542505637228
144,32,337,927,88.36288813749809
152,0,364,51,876.415997115525
152,1,378,31,24.413111231467404
152,2,386,32,8.06225774829855
152,3,395,32,9.0
152,4,351,30,44.04543109109048
152,5,341,30,10.0
152,6,333,30,8.0
152,7,411,41,78.77182237323191
152,8,320,39,91.02197536858887
152,9,381,74,70.32780389006896
152,10,345,71,36.124783736376884
152,11,466,167,154.45711378890906
152,12,267,169,199.01004999748127
152,13,487,325,269.69612529660117
152,14,238,332,249.09837414162303
152,15,506,466,299.63310898497184
152,16,225,484,281.5759222660915
152,17,529,516,305.6795707926848
152,18,210,525,319.1269339933563
152,19,511,517,301.10629352439645
152,20,228,531,283.346078144731
152,21,500,498,273.99452549275503
152,22,241,509,259.23348549136165
152,23,422,458,188.04786624686813
152,24,303,454,119.06720791217035
152,25,426,679,256.4254277562972
152,26,316,681,110.01818031580054
152,27,436,874,227.26416347501865
152,28,325,878,111.07204868912791
152,29,439,898,115.7410903698423
152,30,323,906,116.27553482998907
152,31,422,945,106.4048871058092
152,32,339,940,83.15046602394962
160,0,360,52,888.2482761030274
160,1,374,31,25.238858928247925
160,2,382,32,8.06225774829855
160,3,389,32,7.0
160,4,348,31,41.012193308819754
160,5,338,31,10.0
160,6,329,31,9.0
160,7,403,41,74.67261881037788
160,8,316,40,87.00574693662483
160,9,376,75,69.46221994724903
160,10,340,72,36.124783736376884
160,11,457,164,148.8388390172404
160,12,263,171,194.12624758130983
160,13,488,323,271.53084539329967
160,14,234,331,254.12595302329905
160,15,515,465,311.3149530620076
160,16,220,478,295.28630174798155
160,17,536,512,317.8238505839359
160,18,206,518,330.0545409474016
160,19,522,513,316.0395544864598
160,20,224,523,298.1677380267691
160,21,510,496,287.2716484444645
160,22,235,503,275.0890764825096
160,23,422,460,191.88017094009479
160,24,300,456,122.06555615733703
160,25,426,675,252.65985039178662
160,26,318,680,108.11567878897121
160,27,436,865,219.4288039433292
160,28,327,873,109.29318368498559
160,29,439,888,113.0
160,30,327,899,112.53888216967503
160,31,424,939,104.92378186092989
160,32,340,937,84.02380615040002
168,0,357,50,887.1628937235822
168,1,371,30,24.413111231467404
168,2,379,30,8.0
168,3,385,31,6.082762530298219
168,4,345,30,40.01249804748511
168,5,336,30,9.0
168,6,326,31,10.04987562112089
168,7,399,41,73.68174807915459
168,8,313,42,86.00581375697809
168,9,373,73,67.53517601961218
168,10,337,72,36.013886210738214
168,11,455,164,149.6262009141447
168,12,260,172,195.1640335717624
168,13,484,323,270.142554959414
168,14,228,332,256.1581542719263
168,15,510,458,308.86890422961
168,16,214,478,296.67490625261854
168,17,533,501,319.8280788173546
168,18,197,516,336.3346547711074
168,19,520,502,323.3032632065442
168,20,213,522,307.6507760432273
168,21,507,487,296.0760037557924
168,22,223,502,284.3958508839396
168,23,418,463,198.8617610301186
168,24,294,456,124.19742348374221
168,25,415,679,253.71243564319033
168,26,303,681,112.01785571952357
168,27,419,872,223.46588106464932
168,28,310,877,109.1146186356347
168,29,422,894,113.28283188550682
168,30,309,905,113.53413583587978
168,31,405,942,102.88342918079665
168,32,324,939,81.05553651663777
176,0,358,50,889.6499311526978
176,1,371,30,23.853720883753127
176,2,378,30,7.0
176,3,385,31,7.0710678118654755
176,4,345,30,40.01249804748511
176,5,336,30,9.0
176,6,327,30,9.0
176,7,398,42,72.00694410957877
176,8,313,42,85.0
176,9,373,73,67.53517601961218
176,10,338,72,35.014282800023196
176,11,455,165,149.4590244849738
176,12,259,172,196.1249601657066
176,13,483,324,270.7027890510181
176,14,227,333,256.1581542719263
176,15,510,458,309.37679292409763
176,16,212,482,298.9648808806814
176,17,532,500,320.50585018061685
176,18,196,523,336.7862823809782
176,19,519,500,323.81785003300854
176,20,212,529,308.36666486505965
176,21,507,485,298.2633064927699
176,22,221,508,286.9233347080715
176,23,417,463,201.0994778710278
176,24,293,457,124.14507642270796
176,25,417,678,253.41073379002714
176,26,306,679,111.00450441310929
176,27,423,864,218.89266776207924
176,28,314,871,109.22453936730518
176,29,427,885,113.86395390991831
176,30,313,897,114.6298390472568
176,31,410,937,104.92378186092989
176,32,328,933,82.09750300709517
184,0,358,50,883.5094792926673
184,1,371,30,23.853720883753127
184,2,378,30,7.0
184,3,386,31,8.06225774829855
184,4,345,30,41.012193308819754
184,5,336,30,9.0
184,6,327,30,9.0
184,7,399,41,72.83543093852057
184,8,313,41,86.0
184,9,373,73,68.0
184,10,338,73,35.0
184,11,456,165,149.6262009141447
184,12,259,171,197.0913493789111
184,13,488,316,271.0461215365385
184,14,227,330,261.37520922994975
184,15,518,454,316.3178780910115
184,16,216,478,302.95214143491376
184,17,535,491,319.2647803939545
184,18,202,520,334.26037755019667
184,19,526,492,325.2076259868455
184,20,217,523,310.55112300553674
184,21,517,478,303.35622624235026
184,22,227,503,291.0755915565577
184,23,419,461,196.5400722499104
184,24,293,458,126.03570922560003
184,25,424,676,254.33245958783948
184,26,313,681,111.11255554616679
184,27,429,860,213.30025785263365
184,28,319,872,110.65260954898443
184,29,432,882,113.44161493913951
184,30,318,897,114.9826073804208
184,31,419,934,107.56393447619885
184,32,334,937,85.05292469985967
192,0,362,55,882.4443325218878
192,1,374,33,25.059928172283335
192,2,382,33,8.0
192,3,390,34,8.06225774829855
192,4,349,32,41.048751503547585
192,5,340,32,9.0
192,6,331,32,9.0
192,7,406,43,75.8023746329889
192,8,315,42,91.00549433962765
192,9,377,77,71.19691004531025
192,10,343,75,34.058772731852805
192,11,458,165,146.03081866510234
192,12,265,168,193.02331465395574
192,13,487,316,266.8107943843352
192,14,234,315,253.00197627686626
192,15,511,451,308.58548248418947
192,16,205,431,306.65289824164387
192,17,531,491,331.4754892899323
192,18,177,459,355.44338508403837
192,19,520,490,344.3980255460243
192,20,192,460,329.3690938749415
192,21,508,476,316.4048040090416
192,22,207,450,302.1208367524491
192,23,420,454,213.03755537463343
192,24,295,453,125.00399993600205
192,25,421,662,244.0430289928397
192,26,316,664,105.01904589168576
192,27,428,840,208.61447696648477
192,28,321,850,107.46627377926528
192,29,431,859,110.3675676999362
192,30,319,874,113.0
192,31,414,915,103.46980235798269
192,32,333,914,81.00617260431454
200,0,362,57,857.4905247289909
200,1,374,34,25.942243542145693
200,2,382,35,8.06225774829855
200,3,391,35,9.0
200,4,349,35,42.0
200,5,340,35,9.0
200,6,332,35,8.0
200,7,408,44,76.53103945458993
200,8,318,46,90.0222194794152
200,9,378,79,68.47627326307996
200,10,344,77,34.058772731852805
200,11,464,167,150.0
200,12,274,168,190.0026315607234
200,13,492,318,264.6204829562519
200,14,185,300,307.52723456630633
200,15,503,452,352.4599268001967
200,16,65,252,481.5018172343693
200,17,520,499,517.7200015452368
200,18,24,228,565.2052724453303
200,19,501,497,547.622132496487
200,20,27,215,551.5432893255071
200,21,490,481,533.9709729938511
200,22,42,223,516.9796901233161
200,23,423,456,446.59825346725216
200,24,302,453,121.03718436910205
200,25,422,664,242.7364826308563
200,26,312,665,110.00454536063498
200,27,426,846,213.9088590965788
200,28,312,860,114.85643212288984
200,29,429,865,117.10678887237921
200,30,311,887,120.03332870498926
200,31,406,920,100.56838469419701
200,32,317,922,89.02246907382428
208,0,364,57,866.2759375626222
208,1,377,34,26.419689627245813
208,2,384,35,7.0710678118654755
208,3,393,35,9.0
208,4,351,34,42.01190307520001
208,5,341,35,10.04987562112089
208,6,333,35,8.0
208,7,409,46,76.79192665899195
208,8,319,47,90.00555538409837
208,9,380,79,68.8839603971781
208,10,345,78,35.014282800023196
208,11,466,170,152.00328943809077
208,12,262,164,204.08821622033938
208,13,498,320,282.8992753613908
208,14,134,227,375.6926935674954
208,15,506,468,443.24372527989607
208,16,-37,218,597.786751275068
208,17,522,515,633.0007898889227
208,18,-90,226,676.804994071409
208,19,500,517,657.8609275523208
208,20,-98,220,667.6922943991491
208,21,489,498,649.5021170096369
208,22,-70,230,619.9233823626917
208,23,423,462,544.8605326136221
208,24,299,457,124.10076550932311
208,25,425,666,244.0430289928397
208,26,304,667,121.00413216084813
208,27,430,862,232.16588896735024
208,28,307,871,123.3288287465668
208,29,435,885,128.76334882255898
208,30,306,900,129.86916493148019
208,31,408,931,106.60675400742676
208,32,313,928,95.04735661763561
216,0,356,51,878.0535291199507
216,1,370,30,25.238858928247925
216,2,379,31,9.055385138137417
216,3,387,32,8.06225774829855
216,4,344,30,43.04648650006177
216,5,335,31,9.055385138137417
216,6,326,32,9.055385138137417
216,7,402,43,76.79192665899195
216,8,317,44,85.00588214941364
216,9,373,74,63.52952069707436
216,10,336,74,37.0
216,11,464,170,160.0
216,12,262,163,202.12125073826354
216,13,494,318,279.0143365492175
216,14,155,274,341.84353145847297
216,15,500,459,391.47158262126766
216,16,80,189,499.29950931279717
216,17,517,504,538.6965750772878
216,18,51,162,578.0311410296162
216,19,494,508,562.1076409372141
216,20,66,148,559.2709540106656
216,21,484,489,539.4487927505261
216,22,81,157,522.1427008012273
216,23,422,462,457.4997267758747
216,24,296,456,126.14277624977183
