Frame,Landmark ID,cx,cy,Euclidean Distance
136,24,206,204,19.1049731745428
136,25,228,245,46.52956049652737
136,26,200,245,28.0
136,27,222,280,41.340053217188775
136,28,194,278,28.071337695236398
136,29,219,284,25.709920264364882
136,30,194,283,25.019992006393608
136,31,225,293,32.57299494980466
136,32,192,291,33.06055050963308
144,0,219,132,161.27616066858735
144,1,223,128,5.656854249492381
144,2,225,128,2.0
144,3,226,129,1.4142135623730951
144,4,219,127,7.280109889280518
144,5,218,127,1.0
144,6,217,127,1.0
144,7,229,131,12.649110640673518
144,8,216,128,13.341664064126334
144,9,221,136,9.433981132056603
144,10,216,135,5.0990195135927845
144,11,237,153,27.65863337187866
144,12,202,147,35.510561809129406
144,13,247,176,53.53503525729669
144,14,196,174,51.03920062069938
144,15,256,160,61.61168720299745
144,16,179,191,83.00602387778854
144,17,262,154,90.87353850269065
144,18,173,196,98.41239759298622
144,19,261,151,98.8382517044894
144,20,172,197,100.18482919085105
144,21,259,152,97.94896630388705
144,22,175,196,94.82615672903758
144,23,225,206,50.99019513592785
144,24,206,204,19.1049731745428
144,25,228,245,46.52956049652737
144,26,200,245,28.0
144,27,221,270,32.64965543462902
144,28,196,272,25.079872407968907
144,29,219,273,23.021728866442675
144,30,196,276,23.194827009486403
144,31,222,283,26.92582403567252
144,32,194,285,28.071337695236398
152,0,220,132,155.1934276958918
152,1,224,128,5.656854249492381
152,2,225,129,1.4142135623730951
152,3,227,129,2.0
152,4,220,127,7.280109889280518
152,5,218,127,2.0
152,6,217,127,1.0
152,7,229,132,13.0
152,8,216,128,13.601470508735444
152,9,223,137,11.40175425099138
152,10,217,135,6.324555320336759
152,11,237,152,26.248809496813376
152,12,202,147,35.35533905932738
152,13,247,177,54.08326913195984
152,14,196,174,51.088159097779204
152,15,256,160,61.61168720299745
152,16,179,191,83.00602387778854
152,17,263,155,91.3892772703669
152,18,173,196,98.89893831583835
152,19,262,151,99.72963451251589
152,20,172,196,100.62305898749054
152,21,259,153,97.04638066409278
152,22,174,195,94.81033698917012
152,23,225,207,52.392747589718944
152,24,206,205,19.1049731745428
152,25,227,244,44.294469180700204
152,26,200,245,27.018512172212592
152,27,220,271,32.802438933713454
152,28,197,275,23.345235059857504
152,29,218,273,21.095023109728988
152,30,197,280,22.135943621178654
152,31,220,285,23.53720459187964
152,32,194,288,26.1725046566048
160,0,221,133,157.33403954643762
160,1,225,129,5.656854249492381
160,2,226,129,1.0
160,3,227,129,1.0
160,4,220,128,7.0710678118654755
160,5,219,127,1.4142135623730951
160,6,217,127,2.0
160,7,229,132,13.0
160,8,216,128,13.601470508735444
160,9,223,137,11.40175425099138
160,10,217,136,6.082762530298219
160,11,237,152,25.612496949731394
160,12,202,147,35.35533905932738
160,13,247,177,54.08326913195984
160,14,196,174,51.088159097779204
160,15,256,161,61.39218191268331
160,16,179,191,82.63776376451628
160,17,263,155,91.3892772703669
160,18,173,195,98.48857801796105
160,19,262,151,99.28242543370907
160,20,172,196,100.62305898749054
160,21,259,153,97.04638066409278
160,22,174,195,94.81033698917012
160,23,225,207,52.392747589718944
160,24,206,205,19.1049731745428
160,25,227,244,44.294469180700204
160,26,200,245,27.018512172212592
160,27,220,271,32.802438933713454
160,28,197,274,23.194827009486403
160,29,219,273,22.02271554554524
160,30,197,278,22.561028345356956
160,31,220,284,23.769728648009426
160,32,195,287,25.179356624028344
168,0,221,133,156.1793840428371
168,1,225,129,5.656854249492381
168,2,226,129,1.0
168,3,227,129,1.0
168,4,220,128,7.0710678118654755
168,5,219,127,1.4142135623730951
168,6,217,127,2.0
168,7,229,132,13.0
168,8,216,128,13.601470508735444
168,9,223,137,11.40175425099138
168,10,217,136,6.082762530298219
168,11,237,152,25.612496949731394
168,12,202,147,35.35533905932738
168,13,247,177,54.08326913195984
168,14,196,174,51.088159097779204
168,15,256,161,61.39218191268331
168,16,179,191,82.63776376451628
168,17,263,155,91.3892772703669
168,18,173,195,98.48857801796105
168,19,262,151,99.28242543370907
168,20,171,196,101.51847122568385
168,21,259,153,97.94386147176351
168,22,174,195,94.81033698917012
168,23,225,207,52.392747589718944
168,24,206,205,19.1049731745428
168,25,227,244,44.294469180700204
168,26,200,245,27.018512172212592
168,27,219,262,25.495097567963924
168,28,197,270,23.40939982143925
168,29,217,263,21.18962010041709
168,30,197,277,24.413111231467404
168,31,217,276,20.024984394500787
168,32,195,283,23.08679276123039
176,0,221,133,152.2366578718805
176,1,225,129,5.656854249492381
176,2,226,129,1.0
176,3,227,129,1.0
176,4,220,128,7.0710678118654755
176,5,219,127,1.4142135623730951
176,6,217,127,2.0
176,7,230,132,13.92838827718412
176,8,216,128,14.560219778561036
176,9,223,137,11.40175425099138
176,10,217,136,6.082762530298219
176,11,237,152,25.612496949731394
176,12,202,147,35.35533905932738
176,13,247,177,54.08326913195984
176,14,196,174,51.088159097779204
176,15,256,161,61.39218191268331
176,16,179,191,82.63776376451628
176,17,263,155,91.3892772703669
176,18,173,195,98.48857801796105
176,19,262,152,98.84331034521254
176,20,172,195,99.74467404327912
176,21,259,153,96.60745312862771
176,22,174,195,94.81033698917012
176,23,225,207,52.392747589718944
176,24,205,205,20.09975124224178
176,25,227,244,44.77722635447622
176,26,201,244,26.0
176,27,221,268,31.240998703626616
176,28,197,272,24.331050121192877
176,29,219,271,22.02271554554524
176,30,198,277,21.840329667841555
176,31,222,282,24.515301344262525
176,32,196,285,26.1725046566048
184,0,221,133,154.042202009709
184,1,225,129,5.656854249492381
184,2,226,129,1.0
184,3,227,129,1.0
184,4,220,128,7.0710678118654755
184,5,219,127,1.4142135623730951
184,6,217,127,2.0
184,7,230,132,13.92838827718412
184,8,216,128,14.560219778561036
184,9,223,137,11.40175425099138
184,10,217,136,6.082762530298219
184,11,237,152,25.612496949731394
184,12,202,147,35.35533905932738
184,13,247,177,54.08326913195984
184,14,196,174,51.088159097779204
184,15,256,161,61.39218191268331
184,16,179,191,82.63776376451628
184,17,263,155,91.3892772703669
184,18,173,195,98.48857801796105
184,19,262,152,98.84331034521254
184,20,172,195,99.74467404327912
184,21,259,153,96.60745312862771
184,22,174,195,94.81033698917012
184,23,225,207,52.392747589718944
184,24,205,205,20.09975124224178
184,25,228,244,45.27692569068709
184,26,201,244,27.0
184,27,221,269,32.01562118716424
184,28,197,274,24.515301344262525
184,29,219,272,22.090722034374522
184,30,198,281,22.847319317591726
184,31,223,283,25.079872407968907
184,32,196,287,27.294688127912362
192,0,221,133,156.01602481796542
192,1,225,129,5.656854249492381
192,2,226,129,1.0
192,3,227,129,1.0
192,4,220,128,7.0710678118654755
192,5,219,127,1.4142135623730951
192,6,217,127,2.0
192,7,230,132,13.92838827718412
192,8,216,128,14.560219778561036
192,9,223,137,11.40175425099138
192,10,217,136,6.082762530298219
192,11,237,152,25.612496949731394
192,12,202,147,35.35533905932738
192,13,247,177,54.08326913195984
192,14,196,174,51.088159097779204
192,15,257,161,62.369864518050704
192,16,179,191,83.57032966310472
192,17,263,155,91.3892772703669
192,18,173,195,98.48857801796105
192,19,262,152,98.84331034521254
192,20,172,195,99.74467404327912
192,21,259,153,96.60745312862771
192,22,175,195,93.91485505499116
192,23,225,207,51.419840528729765
192,24,205,205,20.09975124224178
192,25,228,244,45.27692569068709
192,26,201,244,27.0
192,27,222,266,30.4138126514911
192,28,197,275,26.570660511172846
192,29,220,268,24.041630560342615
192,30,198,282,26.076809620810597
192,31,223,280,25.079872407968907
192,32,196,289,28.460498941515414
200,0,221,132,158.97798589741913
200,1,225,129,5.0
200,2,226,129,1.0
200,3,227,129,1.0
200,4,220,128,7.0710678118654755
200,5,219,127,1.4142135623730951
200,6,217,127,2.0
200,7,230,132,13.92838827718412
200,8,216,128,14.560219778561036
200,9,223,137,11.40175425099138
200,10,217,136,6.082762530298219
200,11,237,152,25.612496949731394
200,12,202,147,35.35533905932738
200,13,247,177,54.08326913195984
200,14,196,174,51.088159097779204
200,15,257,161,62.369864518050704
200,16,179,191,83.57032966310472
200,17,263,155,91.3892772703669
200,18,173,195,98.48857801796105
200,19,262,152,98.84331034521254
200,20,172,195,99.74467404327912
200,21,259,153,96.60745312862771
200,22,175,195,93.91485505499116
200,23,225,207,51.419840528729765
200,24,205,205,20.09975124224178
200,25,228,244,45.27692569068709
200,26,201,244,27.0
200,27,222,266,30.4138126514911
200,28,197,273,25.96150997149434
200,29,220,268,23.53720459187964
200,30,197,277,24.698178070456937
200,31,222,280,25.179356624028344
200,32,195,286,27.65863337187866
208,0,221,132,156.1793840428371
208,1,225,129,5.0
208,2,226,129,1.0
208,3,227,129,1.0
208,4,220,128,7.0710678118654755
208,5,219,127,1.4142135623730951
208,6,218,127,1.0
208,7,230,132,13.0
208,8,216,128,14.560219778561036
208,9,223,137,11.40175425099138
208,10,217,136,6.082762530298219
208,11,237,152,25.612496949731394
208,12,202,147,35.35533905932738
208,13,247,177,54.08326913195984
208,14,196,174,51.088159097779204
208,15,257,161,62.369864518050704
208,16,179,191,83.57032966310472
208,17,263,155,91.3892772703669
208,18,173,195,98.48857801796105
208,19,262,152,98.84331034521254
208,20,172,195,99.74467404327912
208,21,259,153,96.60745312862771
208,22,175,195,93.91485505499116
208,23,225,207,51.419840528729765
208,24,205,205,20.09975124224178
208,25,228,245,46.14108798023731
208,26,200,245,28.0
208,27,219,260,24.20743687382041
208,28,199,269,21.93171219946131
208,29,218,260,21.02379604162864
208,30,199,272,22.47220505424423
208,31,218,273,19.026297590440446
208,32,197,282,22.847319317591726
216,0,221,133,150.9205088780183
216,1,225,129,5.656854249492381
216,2,226,129,1.0
216,3,227,130,1.4142135623730951
216,4,220,128,7.280109889280518
216,5,219,127,1.4142135623730951
216,6,218,127,1.0
216,7,230,132,13.0
216,8,216,128,14.560219778561036
216,9,223,137,11.40175425099138
216,10,217,136,6.082762530298219
216,11,237,152,25.612496949731394
216,12,202,146,35.510561809129406
216,13,247,177,54.644304369257
216,14,196,174,51.088159097779204
216,15,257,161,62.369864518050704
216,16,179,191,83.57032966310472
216,17,263,155,91.3892772703669
216,18,173,195,98.48857801796105
216,19,262,152,98.84331034521254
216,20,172,195,99.74467404327912
216,21,259,153,96.60745312862771
216,22,175,195,93.91485505499116
216,23,225,207,51.419840528729765
216,24,206,205,19.1049731745428
216,25,227,245,45.17742799230607
216,26,200,246,27.018512172212592
216,27,220,266,28.284271247461902
216,28,199,272,21.840329667841555
216,29,219,267,20.615528128088304
216,30,200,278,21.95449840010015
216,31,221,280,21.095023109728988
216,32,197,285,24.515301344262525
224,0,221,133,153.88307249337075
224,1,225,129,5.656854249492381
224,2,226,129,1.0
224,3,227,130,1.4142135623730951
224,4,220,128,7.280109889280518
224,5,219,127,1.4142135623730951
224,6,218,127,1.0
224,7,230,132,13.0
224,8,216,128,14.560219778561036
224,9,223,137,11.40175425099138
224,10,218,136,5.0990195135927845
224,11,237,152,24.839484696748443
224,12,202,147,35.35533905932738
224,13,247,177,54.08326913195984
224,14,196,174,51.088159097779204
224,15,257,161,62.369864518050704
224,16,179,191,83.57032966310472
224,17,263,155,91.3892772703669
224,18,173,195,98.48857801796105
224,19,261,152,97.94386147176351
224,20,172,195,98.84331034521254
224,21,259,153,96.60745312862771
224,22,174,195,94.81033698917012
224,23,225,207,52.392747589718944
224,24,206,205,19.1049731745428
224,25,227,245,45.17742799230607
224,26,200,246,27.018512172212592
224,27,219,261,24.20743687382041
224,28,201,268,19.313207915827967
224,29,218,260,18.788294228055936
224,30,201,270,19.72308292331602
224,31,217,274,16.492422502470642
224,32,201,281,17.46424919657298
232,0,221,133,149.34523762075577
232,1,225,129,5.656854249492381
232,2,226,129,1.0
232,3,227,130,1.4142135623730951
232,4,220,128,7.280109889280518
232,5,219,127,1.4142135623730951
232,6,218,127,1.0
232,7,230,132,13.0
232,8,216,128,14.560219778561036
232,9,223,137,11.40175425099138
232,10,218,136,5.0990195135927845
232,11,237,152,24.839484696748443
232,12,202,147,35.35533905932738
232,13,247,177,54.08326913195984
232,14,196,174,51.088159097779204
232,15,257,161,62.369864518050704
232,16,179,190,83.21658488546619
232,17,263,155,91.0
232,18,173,195,98.48857801796105
232,19,261,152,97.94386147176351
232,20,172,195,98.84331034521254
232,21,259,153,96.60745312862771
232,22,174,194,94.37160589923221
232,23,225,207,52.630789467763066
232,24,205,205,20.09975124224178
232,25,227,245,45.65084884205331
232,26,200,245,27.0
232,27,220,247,20.09975124224178
232,28,196,254,25.0
232,29,220,244,26.0
232,30,196,255,26.40075756488817
232,31,216,258,20.223748416156685
232,32,195,263,21.587033144922902
240,0,221,133,132.5745073534124
240,1,225,129,5.656854249492381
240,2,226,129,1.0
240,3,228,130,2.23606797749979
240,4,221,128,7.280109889280518
240,5,219,127,2.23606797749979
240,6,218,127,1.0
240,7,230,132,13.0
240,8,216,128,14.560219778561036
240,9,224,137,12.041594578792296
240,10,218,136,6.082762530298219
240,11,237,152,24.839484696748443
240,12,202,147,35.35533905932738
240,13,247,177,54.08326913195984
240,14,196,174,51.088159097779204
240,15,257,161,62.369864518050704
240,16,179,190,83.21658488546619
240,17,262,155,90.07774419910837
240,18,173,195,97.57561170702442
240,19,261,152,97.94386147176351
240,20,172,195,98.84331034521254
240,21,259,153,96.60745312862771
240,22,174,194,94.37160589923221
240,23,225,207,52.630789467763066
240,24,205,205,20.09975124224178
240,25,227,245,45.65084884205331
240,26,202,244,25.019992006393608
240,27,219,255,20.248456731316587
240,28,202,264,19.235384061671343
240,29,218,255,18.35755975068582
240,30,202,267,20.0
240,31,218,268,16.0312195418814
240,32,201,278,19.72308292331602
248,0,221,133,146.37281168304446
248,1,225,129,5.656854249492381
248,2,226,129,1.0
248,3,228,130,2.23606797749979
248,4,220,128,8.246211251235321
248,5,219,127,1.4142135623730951
248,6,218,127,1.0
248,7,230,132,13.0
248,8,216,128,14.560219778561036
248,9,224,137,12.041594578792296
248,10,218,136,6.082762530298219
248,11,237,152,24.839484696748443
248,12,202,146,35.510561809129406
248,13,247,177,54.644304369257
248,14,196,174,51.088159097779204
248,15,257,161,62.369864518050704
248,16,180,190,82.28000972289685
248,17,262,155,89.15716460273958
248,18,173,195,97.57561170702442
248,19,261,152,97.94386147176351
248,20,172,195,98.84331034521254
248,21,259,153,96.60745312862771
248,22,175,195,93.91485505499116
248,23,225,207,51.419840528729765
248,24,205,205,20.09975124224178
248,25,227,245,45.65084884205331
248,26,202,244,25.019992006393608
248,27,220,257,22.20360331117452
248,28,201,266,21.02379604162864
248,29,218,257,19.235384061671343
248,30,201,268,20.248456731316587
248,31,219,270,18.110770276274835
248,32,200,279,21.02379604162864
256,0,222,132,148.6371420607918
256,1,225,129,4.242640687119285
256,2,226,129,1.0
256,3,228,129,2.0
256,4,221,127,7.280109889280518
256,5,219,127,2.0
256,6,218,127,1.0
256,7,230,132,13.0
256,8,216,128,14.560219778561036
256,9,224,136,11.313708498984761
256,10,218,135,6.082762530298219
256,11,236,153,25.45584412271571
256,12,200,149,36.22154055254967
256,13,247,177,54.70831746635972
256,14,191,175,56.0357029044876
256,15,258,161,68.4470598345904
256,16,184,189,79.12016177940993
256,17,263,156,85.61541917201598
256,18,182,193,89.05054744357274
256,19,262,152,89.89438247187641
256,20,183,192,88.54942122905152
256,21,259,154,84.970583144992
256,22,185,191,82.73451516749222
256,23,223,208,41.6293165929973
256,24,202,205,21.213203435596427
256,25,220,248,46.61544808322666
256,26,199,246,21.095023109728988
256,27,218,282,40.70626487409524
256,28,201,279,17.26267650163207
256,29,216,287,17.0
256,30,203,283,13.601470508735444
256,31,220,294,20.248456731316587
256,32,199,292,21.095023109728988
296,0,298,96,219.58369702689677
296,1,301,92,5.0
296,2,302,92,1.0
296,3,303,93,1.4142135623730951
296,4,298,92,5.0990195135927845
296,5,297,92,1.0
296,6,296,92,1.0
296,7,306,96,10.770329614269007
296,8,296,94,10.198039027185569
296,9,300,101,8.06225774829855
296,10,296,101,4.0
296,11,321,122,32.64965543462902
296,12,280,123,41.012193308819754
296,13,327,160,59.81638571495272
296,14,268,153,59.413803110051795
296,15,329,186,69.35416353759881
296,16,248,167,83.19855767980596
296,17,326,197,83.57032966310472
296,18,240,173,89.28605714219886
296,19,324,198,87.64131445842195
296,20,240,172,87.93179174792243
296,21,322,194,84.8999411071645
296,22,244,172,81.04319835741924
296,23,303,188,61.1310068623117
296,24,282,186,21.095023109728988
296,25,302,239,56.64803615307419
296,26,284,236,18.24828759089466
296,27,299,289,55.08175741568164
296,28,285,283,15.231546211727817
296,29,297,296,17.69180601295413
296,30,287,291,11.180339887498949
296,31,302,304,19.849433241279208
296,32,280,297,23.08679276123039
304,0,301,96,202.09403751719148
304,1,302,92,4.123105625617661
304,2,303,92,1.0
304,3,304,93,1.4142135623730951
304,4,300,92,4.123105625617661
304,5,299,93,1.4142135623730951
304,6,298,93,1.0
304,7,305,95,7.280109889280518
304,8,297,95,8.0
304,9,303,100,7.810249675906654
304,10,299,100,4.0
304,11,323,123,33.24154027718932
304,12,280,122,43.01162633521314
304,13,332,157,62.68173577685928
304,14,266,151,66.27216610312357
304,15,337,187,79.60527620704548
304,16,248,166,91.44397191723465
304,17,339,197,96.13532129243653
304,18,241,172,101.13851887386922
304,19,337,198,99.45853407325085
304,20,240,170,100.96038827183659
304,21,335,194,97.98469268207153
304,22,243,169,95.33624704172071
304,23,309,192,69.8927750200262
304,24,291,191,18.027756377319946
304,25,319,243,59.0592922409336
304,26,285,241,34.058772731852805
304,27,326,289,63.12685640834652
304,28,276,290,50.00999900019995
304,29,323,297,47.51841748206689
304,30,278,299,45.044422518220834
304,31,335,301,57.0350769263968
304,32,265,303,70.02856560004639
312,0,300,96,209.9380861111199
312,1,301,92,4.123105625617661
312,2,302,92,1.0
312,3,303,93,1.4142135623730951
312,4,299,92,4.123105625617661
312,5,298,92,1.0
312,6,298,93,1.0
312,7,305,95,7.280109889280518
312,8,296,95,9.0
312,9,302,100,7.810249675906654
312,10,299,100,3.0
312,11,323,124,33.94112549695428
312,12,279,122,44.04543109109048
312,13,332,157,63.51377803280167
312,14,265,152,67.1863081289633
312,15,337,187,80.05623023850174
312,16,247,166,92.41753080449618
312,17,339,197,97.082439194738
312,18,241,172,101.13851887386922
312,19,337,198,99.45853407325085
312,20,239,170,101.92153844992725
312,21,335,194,98.95453501482385
312,22,242,169,96.30160954002794
312,23,309,192,70.83784299369935
312,24,290,191,19.026297590440446
312,25,319,243,59.53990258641679
312,26,284,241,35.05709628591621
312,27,309,288,53.23532661682466
312,28,276,290,33.06055050963308
312,29,294,298,19.697715603592208
312,30,279,299,15.033296378372908
312,31,316,302,37.12142238654117
312,32,265,303,51.0098029794274
320,0,298,99,206.65188119153427
320,1,301,94,5.830951894845301
320,2,302,94,1.0
320,3,304,94,2.0
320,4,296,94,8.0
320,5,295,94,1.0
320,6,294,94,1.0
320,7,306,96,12.165525060596439
320,8,292,95,14.035668847618199
320,9,302,102,12.206555615733702
320,10,296,102,6.0
320,11,323,124,34.828149534535996
320,12,278,122,45.044422518220834
320,13,333,156,64.66065264130884
320,14,265,151,68.18357573492314
320,15,337,186,80.05623023850174
320,16,247,167,91.98369420718001
320,17,340,197,97.71898484941399
320,18,240,172,103.07764064044152
320,19,338,198,101.39033484509261
320,20,238,170,103.84603988597736
320,21,337,194,101.86756107809786
320,22,242,169,98.2344135219425
320,23,313,192,74.63243262818116
320,24,287,192,26.0
320,25,320,244,61.587336360651285
320,26,283,242,37.05401462729781
320,27,327,290,65.11528238439882
320,28,275,290,52.0
320,29,323,297,48.507731342539614
320,30,279,299,44.04543109109048
320,31,338,303,59.135437767890075
320,32,264,304,74.00675644831355
328,0,297,99,207.63910999616618
328,1,300,95,5.0
328,2,301,95,1.0
328,3,303,95,2.0
328,4,295,94,8.06225774829855
328,5,293,94,2.0
328,6,292,94,1.0
328,7,306,96,14.142135623730951
328,8,291,95,15.033296378372908
328,9,300,103,12.041594578792296
328,10,294,103,6.0
328,11,323,124,35.805027579936315
328,12,277,122,46.04345773288535
328,13,333,156,65.5133574166368
328,14,265,151,68.18357573492314
328,15,338,185,80.52949770115296
328,16,246,167,93.74433316206373
328,17,340,196,98.37174391053561
328,18,239,172,103.81233067415451
328,19,339,196,102.83968105745953
328,20,237,170,105.26157893552613
328,21,337,193,102.61091559868278
328,22,241,170,98.71676655968832
328,23,313,191,75.0
328,24,287,191,26.0
328,25,320,244,62.433965115151864
328,26,283,242,37.05401462729781
328,27,326,290,64.4437739428721
328,28,276,290,50.0
328,29,323,296,47.38143096192854
328,30,280,297,43.01162633521314
328,31,338,304,58.42088667591412
328,32,264,304,74.0
336,0,294,100,206.194083329275
336,1,297,96,5.0
336,2,299,96,2.0
336,3,300,96,1.0
336,4,292,96,8.0
336,5,291,95,1.4142135623730951
336,6,290,95,1.0
336,7,303,97,13.152946437965905
336,8,289,96,14.035668847618199
336,9,297,104,11.313708498984761
336,10,292,104,5.0
336,11,320,124,34.40930106817051
336,12,274,123,46.010868281309364
336,13,330,156,65.0
336,14,262,152,68.11754546370561
336,15,336,186,81.43709228600933
336,16,244,167,93.94147114027967
336,17,338,196,98.37174391053561
336,18,238,172,102.83968105745953
336,19,336,196,100.89598604503551
336,20,237,171,102.1077861869505
336,21,335,192,100.22474744293447
336,22,240,170,97.51410154434076
336,23,312,192,75.28612089887484
336,24,286,192,26.0
336,25,320,244,62.12889826803627
336,26,281,242,39.05124837953327
336,27,327,289,65.76473218982953
336,28,276,290,51.0098029794274
336,29,323,295,47.265209192385896
336,30,281,296,42.01190307520001
336,31,338,304,57.55866572463264
336,32,265,304,73.0
344,0,292,98,207.76188293332345
344,1,294,93,5.385164807134504
344,2,295,93,1.0
344,3,297,93,2.0
344,4,290,93,7.0
344,5,288,93,2.0
344,6,287,93,1.0
344,7,297,95,10.198039027185569
344,8,284,95,13.0
344,9,294,102,12.206555615733702
344,10,289,102,5.0
344,11,312,124,31.827660925679098
344,12,268,124,44.0
344,13,325,155,64.88451279003334
344,14,257,153,68.0294054067798
344,15,330,185,79.7057087039567
344,16,241,168,90.60905032059435
344,17,332,194,94.64142856064674
344,18,236,173,98.2700361249552
344,19,331,194,97.29337079164233
344,20,236,172,97.51410154434076
344,21,329,192,95.12623192369179
344,22,238,171,93.39164844888434
344,23,306,193,71.47027354082255
344,24,280,193,26.0
344,25,318,244,63.60031446463138
344,26,276,243,42.01190307520001
344,27,327,289,68.6804193347711
344,28,276,290,51.0098029794274
344,29,324,295,48.25971404805462
344,30,281,296,43.01162633521314
344,31,336,304,55.57877292636101
344,32,263,304,73.0
352,0,291,100,205.91260281974002
352,1,293,94,6.324555320336759
352,2,294,94,1.0
352,3,295,94,1.0
352,4,288,94,7.0
352,5,287,94,1.0
352,6,285,94,2.0
352,7,296,96,11.180339887498949
352,8,282,96,14.0
352,9,293,104,13.601470508735444
352,10,288,104,5.0
352,11,313,123,31.400636936215164
352,12,267,126,46.09772228646444
352,13,321,156,61.773780845922005
352,14,254,155,67.00746227100382
352,15,326,185,78.0
